Tool Name,Story,Works with,No. of Actions,Author
BambooHR,Automate procure-to-pay requisition and approval,['BambooHR'],64,Stephen Creedon and Peter Coleman
BambooHR,"Remove a user account in Microsoft Entra ID, BambooHR, AWS, and Slack","['AWS', 'BambooHR', 'Jira Software', 'Microsoft Azure', 'Slack']",20,Michael Tolan
BambooHR,Update employee probation status with BambooHR & Slack,"['BambooHR', 'Slack']",21,
BambooHR,Assign New Okta Administrator Role to Okta from BambooHR through Opal,"['BambooHR', 'Jira Software', 'Okta', 'Opal']",16,
Splunk,Run provided searches in Splunk,['Splunk'],13,
Splunk,Ingest Tines audit logs into Splunk,['Splunk'],9,
Splunk,Search & update notable status in Splunk Enterprise Security,['Splunk'],11,Tines
Splunk,Create unique ServiceNow tickets from Splunk alerts,"['ServiceNow', 'Splunk']",19,
Splunk,Search and Update Splunk Notable with VirusTotal Enrichment with case management and Microsoft Teams notification,"['Microsoft Teams', 'Splunk', 'VirusTotal']",18,
Splunk,Gather & add correlated searches in Splunk Enterprise Security to Drata,"['Drata', 'Splunk']",14,
Splunk,Search Splunk Enterprise logs,['Splunk'],13,Conor Dunne
Splunk,Sensitive files shared to personal email,"['Jira Software', 'Slack', 'Splunk']",26,Brandon Buhrs at Mambu
Splunk,Build and send a weekly metric review,"['Google Sheets', 'Splunk']",29,Joe Frederick at Credit Karma
Splunk,Query Shodan for findings and alert on them using Slack and Jira,"['Jira Software', 'Shodan', 'Slack', 'Splunk']",11,
Splunk,Fetch issues and evidence from Noname Security and process in Splunk,['Splunk'],10,
Splunk,Export Splunk SOAR cases to Tines,"['Splunk', 'Tines']",26,
Splunk,SIGMA converter for YAML,"['Microsoft', 'Splunk']",10,Nathan Collings at Holland & Barrett
Splunk,Gather correlated Splunk searches and add to Anvilogic use cases,['Splunk'],10,
AbuseIPDB,Analyze an IP in many services at once,"['AbuseIPDB', 'APIVoid', 'GreyNoise', 'Jira Software', 'Pulsedive', 'VirusTotal']",13,Michael Tolan
AbuseIPDB,Lookup IOCs in different tools via Slackbot,"['AbuseIPDB', 'Anomali ThreatStream', 'CrowdStrike', 'Hunter.io', 'Hybrid Analysis', 'MetaDefender', 'Pulsedive', 'Slack', 'URLScan.io', 'VirusTotal']",66,Emily Nguyen
AbuseIPDB,"Ingest, analyze and store IOCs with Tines","['AbuseIPDB', 'CrowdStrike', 'GreyNoise', 'Pulsedive', 'Sublime Security', 'Tines', 'URLScan.io', 'VirusTotal']",45,Michael Tolan
AbuseIPDB,Enrich & remediate suspicious logins reported in Okta,"['AbuseIPDB', 'Okta', 'Slack', 'VirusTotal']",14,Derek Wohlfahrt
AbuseIPDB,Check IP addresses in Panther & send results via Slack,"['AbuseIPDB', 'Panther', 'Slack']",20,Eoin Magner
AbuseIPDB,Receive enriched IP information via Slack,"['AbuseIPDB', 'GreyNoise', 'Slack', 'VirusTotal']",6,Aaron Sandow
AbuseIPDB,Enrich clicked URLs from Proofpoint and block with Zscaler,"['AbuseIPDB', 'Jira Software', 'Proofpoint', 'URLScan.io', 'Zscaler']",13,Michael Tolan
AbuseIPDB,"Investigate a URL with URLScan, create a ticket in Jira and take action","['AbuseIPDB', 'CrowdStrike', 'Jira Software', 'NextDNS', 'Phish Report', 'URLScan.io']",41,
AbuseIPDB,"Ingest, enrich, and remediate ExtraHop alerts and block suspicious URLs with Zscaler","['AbuseIPDB', 'Extrahop', 'Microsoft Teams', 'URLScan.io', 'VirusTotal', 'Zscaler']",15,
AbuseIPDB,Enrich Canarytoken alerts and notify the security team,"['AbuseIPDB', 'Thinkst Canary']",12,Dennis Chow
AbuseIPDB,Isolate machines based on malicious Cybereason Malops and track in JIRA,"['AbuseIPDB', 'Cybereason', 'Jira Software']",21,
AbuseIPDB,Enrich IPs recorded in Airtable,"['AbuseIPDB', 'Airtable', 'Criminal IP']",14,Michael Tolan
Google Sheets,Add form data to Google Sheets,['Google Sheets'],3,
Google Sheets,Search Google Sheets information via Slack,"['Google Sheets', 'Slack']",13,
Google Sheets,Organize new form responses in Google Sheets,"['Google', 'Google Sheets']",3,
Google Sheets,Send new Notion database entries to Google Sheets,"['Google Sheets', 'Notion']",3,
Google Sheets,Build and send a weekly metric review,"['Google Sheets', 'Splunk']",29,Joe Frederick at Credit Karma
Google Sheets,Send reminders for risk register updates,"['Google Sheets', 'Slack']",15,Conor Dunne
Google Sheets,Append data to Google Sheet,['Google Sheets'],16,
Google Sheets,Create and populate a Google file,"['Google', 'Google Sheets']",17,
Google Sheets,Create and sync issues in Jira from data in Google Sheets,"['Google Sheets', 'Jira Software']",18,Michael Tolan
Google Sheets,Track ID.me responses with Google Sheets,"['Google Sheets', 'ID.me']",3,
Google Sheets,Update Google Sheets With Snowflake Data,"['Google Sheets', 'Snowflake']",5,Colm O'Grada
Google Sheets,Sync Google spreadsheet to records,['Google Sheets'],23,Conor Dunne
Notion,Implement pagination with these techniques,"['Jira Software', 'Notion', 'Slack', 'Tenable Vulnerability Management']",32,
Notion,Identify false positive alerts from Elastic using a database in Notion,"['Elastic', 'Notion']",11,Michael Tolan
Notion,Send new Notion database entries to Google Sheets,"['Google Sheets', 'Notion']",3,
Notion,Search Notion for information,['Notion'],10,
Notion,Create Google Calendar events from Notion database,"['Google', 'Notion']",9,Jesse Johnson at Material Security
Notion,Sync recent Outlook Calendar events to a Notion database,['Notion'],3,Michael Tolan
Notion,Add Notion database entries as Outlook calendar events,"['Microsoft', 'Notion']",4,Michael Tolan
Notion,Send notifications for updates in a Notion database,['Notion'],11,
Notion,Generate a Tines case incident response timeline,"['Notion', 'Tines']",18,Conor Dunne
Notion,Notify and assign training based on Harmonic Security alerts,"['Harmonic Security', 'Knowbe4', 'Notion', 'Slack', 'Tines']",17,Harmonic Security
Notion,Parse URL From Email and Send To Notion,['Notion'],4,Colm O'Grada
Notion,Create and sync Google Calendar events from Notion,"['Google Calendar', 'Notion']",23,Yanni Hajioannou
PagerDuty,Use AI to create cases and act on CrowdStrike alerts,"['CrowdStrike', 'Okta', 'PagerDuty', 'Zscaler']",87,Conor Dunne
PagerDuty,Crowdsource suspicious logins and suspend accounts,"['GreyNoise', 'Jira Software', 'OneLogin', 'PagerDuty', 'Slack']",16,
PagerDuty,Email an on-call engineer with PagerDuty,"['PagerDuty', 'Slack']",21,
PagerDuty,Investigate EDR alerts from Carbon Black,"['Jira Software', 'PagerDuty', 'VirusTotal']",11,Shaun Finn
PagerDuty,Remediate PagerDuty alerts,"['GreyNoise', 'PagerDuty']",23,
PagerDuty,Look for & remediate new breaches using Recorded Future,"['Jira Software', 'PagerDuty', 'Recorded Future']",24,
PagerDuty,Analyze potential SMS phishing attacks and raise incidents in Jira,"['OCRSpace', 'OpenAI', 'PagerDuty']",22,Rajesh Kumar
PagerDuty,"Handle malware alerts with CrowdStrike, Oomnitza, GitHub, and PagerDuty","['CrowdStrike', 'GitHub', 'PagerDuty', 'Slack']",25,Lucas Cantor at Intercom
PagerDuty,Monitor Okta for invalid sign-in attempts and resolve via Slack,"['Okta', 'PagerDuty', 'Slack']",14,
PagerDuty,Sync on-call engineers from PagerDuty to Bowtie access groups,"['Bowtie', 'PagerDuty']",16,Michael Tolan
PagerDuty,Receive and correlate alerts from Sysdig,"['OpsGenie', 'PagerDuty', 'Slack', 'Sysdig']",10,
PagerDuty,Disable a user in Duo Security and Azure Entra ID while alerting PagerDuty,"['Duo Security', 'Microsoft', 'PagerDuty']",12,
Wiz,Find & remediate publicly exposed S3 buckets with Wiz,"['AWS', 'Jira Software', 'Slack', 'Wiz']",13,
Wiz,Detect and remediate malware issues in Wiz with SentinelOne,"['AWS', 'Jira Software', 'SentinelOne', 'Wiz']",21,
Wiz,Send Wiz alerts to Slack and raise issues in Jira,"['Jira Software', 'Slack', 'Wiz']",22,
Wiz,Deactivate stale AWS access keys discovered by Wiz,"['AWS', 'ServiceNow', 'Slack', 'Wiz']",17,Derek Wohlfahrt
Wiz,Analyze open issues in Wiz with ChatGPT,"['OpenAI', 'Wiz']",12,
Wiz,Retrieve and respond to Azure guest accounts detected by Wiz,"['Microsoft', 'Microsoft Azure', 'Wiz']",20,Conor Dunne
Wiz,Remediate AWS IAM alerts detected with Wiz using Slack and Jira,"['AWS', 'Jira Software', 'Slack', 'Wiz']",36,Conor Dunne
Wiz,Use Slack to record specific Wiz insights in TheHive,"['Slack', 'TheHive Project', 'Wiz']",26,
Wiz,Record CVE findings from Wiz in MongoDB,"['MongoDB Atlas', 'Wiz']",10,
Wiz,Detect and remediate malware issues in Wiz with SentinelOne and The Hive,"['AWS', 'Jira Software', 'SentinelOne', 'Wiz']",22,
Wiz,Discover inactive Service Accounts in Google Cloud,"['Google', 'Jira Software', 'Slack', 'Wiz']",13,
Wiz,Retrieve overly permissive Google Cloud firewall rules with Wiz,"['Google', 'Wiz']",11,Conor Dunne
DomainTools,Retrieve related domains using DomainTools' Iris Investigate,['DomainTools'],20,
DomainTools,Fetch & block high-risk domains with DomainTools and NextDNS,"['DomainTools', 'NextDNS']",25,DomainTools
DomainTools,Retrieve all subdomains & resource records for a domain with Farsight DNSDB by DomainTools,['DomainTools'],16,
DomainTools,Retrieve domain risk scores in Slack using DomainTools API,"['DomainTools', 'Slack']",13,
DomainTools,Monitor a domain for risk score changes with DomainTools' Iris Enrich,['DomainTools'],28,
DomainTools,Pivot on artifacts related to a domain with DomainTools' Iris Investigate,['DomainTools'],11,
DomainTools,Using Slack with DomainTools' Iris Investigate API,"['DomainTools', 'Slack']",16,
DomainTools,Monitor for domains that match a query in DomainTools Iris Investigate and notify Slack,"['DomainTools', 'Slack']",7,Nghia N at DomainTools
DomainTools,Verify signed authentication data for DomainTools,['DomainTools'],14,
DomainTools,Monitor when a tagged domain becomes active in DomainTools Iris Investigate and notify via Slack,"['DomainTools', 'Slack']",8,Nghia N at DomainTools
Zendesk,Run a query in Snowflake,"['Slack', 'Snowflake', 'VirusTotal', 'Zendesk']",5,
Zendesk,Create Zendesk Ticket via Google Forms,"['Google', 'Zendesk']",8,
Zendesk,Monitor & respond to Slack queries from external users & respond using Zendesk,"['Slack', 'Zendesk']",80,Lasse Høgsholt
Zendesk,Analyze URLS for fraud and abuse,['Zendesk'],9,
Zendesk,Create Zendesk tickets via Tines Forms,['Zendesk'],9,
Zendesk,Facilitate two-way communication between Slack & Zendesk,"['Slack', 'Zendesk']",33,Lasse Høgsholt
Zendesk,Track issues across GitHub and Zendesk,"['GitHub', 'Zendesk']",28,
Zendesk,Track issues across Tines and Zendesk,['Zendesk'],28,
Zendesk,Process & enrich Cylance detections,"['Cylance', 'Slack', 'VirusTotal', 'Zendesk']",29,
Zendesk,Capture and post handover notes in Slack using a Zendesk lookup,"['Slack', 'Zendesk']",8,
Airtable,Create a security incident in Airtable,['Airtable'],6,
Airtable,Send emails to all users stored in an AirTable database,['Airtable'],8,Conor Dunne
Airtable,Enrich IPs recorded in Airtable,"['AbuseIPDB', 'Airtable', 'Criminal IP']",14,Michael Tolan
Airtable,Record Tines Stories in Airtable,['Airtable'],10,
Airtable,Fill out weekly recaps with Tines Pages and Slack,"['Airtable', 'Slack']",30,Conor Dunne
Airtable,Get reservation information and statistics for a local gym,"['Airtable', 'QuickChart', 'Telegram']",13,Marti B
Airtable,Synchronize Google Group email list with an AirTable database,"['Airtable', 'Google']",8,Conor Dunne
Airtable,View and manage AirTable webhooks using Tines pages,['Airtable'],22,Conor Dunne
Airtable,Onboard GitHub projects to SonarCloud and Airtable,"['Airtable', 'GitHub', 'SonarCloud']",36,Tyler Talaga
Fleet,Retrieve software vulnerabilities from Fleet for a given host,['Fleet'],6,Dave Herder at Fleet
Fleet,Analyze VSCode extensions seen by Fleet with ExtensionTotal,"['ExtensionTotal', 'Fleet']",7,
Fleet,Manage Fleet compliance policies using Tines cases,['Fleet'],102,Conor Dunne
Fleet,Search Fleet for software on devices using Slack,"['Fleet', 'Slack']",21,Conor Dunne
Fleet,Update vulnerable hosts using ManageEngine Endpoint Central and Fleet,"['Fleet', 'Manage Engine']",14,Conor Dunne
Fleet,Monitor and backup Fleet policies in GitHub,"['Fleet', 'GitHub', 'Slack']",27,Conor Dunne
Fleet,Sync Okta groups with Fleet labels,"['Fleet', 'Okta']",15,Dave Herder at Fleet
Fleet,Query Fleet for software on hosts,['Fleet'],5,
Fleet,Search for processes on a host using Fleet scripts,"['Fleet', 'Slack']",27,Conor Dunne
Microsoft OneDrive,Retrieve and remediate Cyera issues,"['Cyera', 'Microsoft', 'Microsoft Azure', 'Microsoft OneDrive']",45,Monolithic Power Systems
Microsoft OneDrive,Export CrowdStrike detections to OneDrive as CSV,"['CrowdStrike', 'Microsoft OneDrive']",5,Michael Tolan
Microsoft OneDrive,Export Tines records to OneDrive,"['Microsoft OneDrive', 'Tines']",4,Michael Tolan
Microsoft OneDrive,Retrieve and grant manager access to employee's OneDrive,['Microsoft OneDrive'],10,Zach Strickland
Microsoft OneDrive,Retrieve emails from Outlook and add the details to a Microsoft OneDrive spreadsheet,"['Microsoft', 'Microsoft OneDrive']",9,Conor Dunne
Microsoft OneDrive,Update Excel files in OneDrive through email attachments and Pages,"['Google', 'Microsoft OneDrive']",26,
Microsoft OneDrive,"Extract CSV attachment from email, update OneDrive and refresh Power BI","['Microsoft OneDrive', 'Power BI']",6,Michael Tolan
Microsoft OneDrive,Save attachments from emails in Microsoft Outlook to Microsoft OneDrive,"['Microsoft', 'Microsoft OneDrive']",6,Conor Dunne
Microsoft OneDrive,Track Google search trends using SerpApi and save to OneDrive,"['Google', 'Microsoft', 'Microsoft OneDrive', 'SerpApi']",10,Michael Tolan
SentinelOne,Identify and remediate malicious SentinelOne threats with VirusTotal,"['Jira Software', 'SentinelOne', 'VirusTotal']",40,
SentinelOne,Investigate unresolved SentinelOne threats,"['Jira Software', 'SentinelOne']",5,
SentinelOne,Detect and remediate malware issues in Wiz with SentinelOne,"['AWS', 'Jira Software', 'SentinelOne', 'Wiz']",21,
SentinelOne,Perform threat hunting with SentinelOne Deep Visibility,['SentinelOne'],27,Conor Dunne
SentinelOne,Manage indicators of compromise in SentinelOne with Tines pages,['SentinelOne'],15,Conor Dunne
SentinelOne,Enrich SentinelOne alerts with Stairwell Inception,"['SentinelOne', 'Stairwell']",19,
SentinelOne,Extract SentinelOne alert evidence & upload to Drata controls,"['Drata', 'SentinelOne']",8,
SentinelOne,Detect and remediate malware issues in Wiz with SentinelOne and The Hive,"['AWS', 'Jira Software', 'SentinelOne', 'Wiz']",22,
SentinelOne,Block a hash in SentinelOne,['SentinelOne'],3,Michael Tolan
SpyCloud,Receive password breach alerts from SpyCloud and secure accounts,"['CrowdStrike', 'Jira Software', 'Okta', 'SpyCloud']",23,Conor Dunne
SpyCloud,Process SpyCloud breach data and generate a case in Tines,"['SpyCloud', 'Tines']",22,Tines
SpyCloud,Create ServiceNow incidents from SpyCloud alerts,"['ServiceNow', 'SpyCloud']",24,SpyCloud
SpyCloud,Alert users of potential breaches detected by SpyCloud.,"['Slack', 'SpyCloud']",9,Conor Dunne
SpyCloud,Send SpyCloud alerts to Anomali Threatstream,"['Anomali ThreatStream', 'SpyCloud']",9,Canva at Canva
SpyCloud,"Filter, redact and securely distribute SpyCloud data",['SpyCloud'],14,SpyCloud
SpyCloud,Get breach data from SpyCloud and track with Jira,['SpyCloud'],24,SpyCloud
SpyCloud,Disable Google Accounts based on SpyCloud breaches,"['Google', 'Jira Software', 'SpyCloud']",19,SpyCloud
SpyCloud,Reset Azure Entra ID passwords seen in SpyCloud breachces,"['Microsoft Azure', 'SpyCloud']",14,SpyCloud
Tenable Vulnerability Management,Implement pagination with these techniques,"['Jira Software', 'Notion', 'Slack', 'Tenable Vulnerability Management']",32,
Tenable Vulnerability Management,Check for new CISA vulnerabilities,"['Microsoft Teams', 'Tenable Vulnerability Management']",6,
Tenable Vulnerability Management,Analyze vulnerabilities from Tenable workbench,"['GreyNoise', 'Jira Software', 'Slack', 'Tenable Vulnerability Management']",25,
Tenable Vulnerability Management,Upload & track asset management information from Tenable in Drata,"['Drata', 'Tenable Vulnerability Management']",8,
Tenable Vulnerability Management,Use a Tines Page to analyze known vulnerabilities from Tenable,"['Jira Software', 'Slack', 'Tenable Vulnerability Management']",12,
Tenable Vulnerability Management,Get asset vulnerability information from Tenable,['Tenable Vulnerability Management'],30,Michael Tolan
Tenable Vulnerability Management,Launch DAST scan on web app via CI/CD pipeline,['Tenable Vulnerability Management'],16,Julien D.
Tenable Vulnerability Management,Monitor CVE trends via Cybersixgill and alert on impacted assets in Tenable.io,"['Cybersixgill', 'Slack', 'Tenable Vulnerability Management']",6,
Tenable Vulnerability Management,Monitor VulnCheck KEV and alert on impacted assets in Tenable.io,"['Slack', 'Tenable Vulnerability Management', 'VulnCheck']",6,
Code42,Handle Code42 alerts,"['Code42', 'Jira Software', 'Slack']",17,
Code42,Manage departing employee watchlists in Code42,['Code42'],14,
Code42,Download Code42 Cases,['Code42'],7,
Code42,Automate Response to Data Risk with Tines and Code42 Incydr,"['Code42', 'Jira Software', 'Okta']",13,
Code42,"Retrieve Code42 alerts, send to Slack and suspend user in Okta","['Code42', 'Okta', 'Slack']",32,
Code42,Remove employee from a departing watchlist in Code42,['Code42'],9,
Code42,Triage Code42 alerts via Slack,"['Code42', 'Slack']",24,
Code42,Monitor employees using Code42,['Code42'],8,
JupiterOne,Search for & remediate public AWS S3 buckets with JupiterOne,"['AWS', 'Jira Software', 'JupiterOne']",10,
JupiterOne,Analyze vulnerabilities from JupiterOne by source account,"['Jira Software', 'JupiterOne', 'Slack']",12,
JupiterOne,Analyze vulnerabilities from JupiterOne by severity,"['Jira Software', 'JupiterOne', 'Slack']",30,
JupiterOne,Analyze vulnerabilities from JupiterOne by source account using Tines Cases,"['Jira Software', 'JupiterOne', 'Slack']",15,
JupiterOne,Close Jira tickets if JupiterOne vulnerabilities are resolved,"['Jira Software', 'JupiterOne']",17,
JupiterOne,Alert users of JupiterOne issues associated to their account,"['JupiterOne', 'Slack']",13,Conor Dunne
JupiterOne,Search for and remediate inactive AWS accounts from JupiterOne,"['AWS', 'Jira Software', 'JupiterOne', 'Slack']",14,
JupiterOne,Close Tines Cases if JupiterOne vulnerabilities are resolved,"['JupiterOne', 'Tines']",14,
Axonius,Discover and monitor unmanaged devices using Axonius,"['Axonius', 'Jira Software', 'Shodan']",10,
Axonius,"Retrieve user, device, and vulnerability data in Axonius","['Axonius', 'Tines']",29,
Axonius,Search Axonius for devices and enrich with VulnCheck,"['Axonius', 'VulnCheck']",48,Michael Tolan
Axonius,Receive a Request for Device Approval into Tailscale and Check Axonius,"['Axonius', 'Slack', 'Tailscale']",17,
Axonius,Search for assets in Axonius,['Axonius'],39,Michael Tolan
Axonius,Get routine security updates and create cases based on calculated severity,['Axonius'],20,Michael Tolan
Axonius,Log Axonius users without an Okta connection with BMC Remedy,"['Axonius', 'BMC Helix IT Service Management', 'Okta']",5,
Duo Security,Report and lock lost devices in Jamf,"['Duo Security', 'Jamf', 'Jira Software']",14,Conor Dunne
Duo Security,Send push notifications in Duo Security,['Duo Security'],23,
Duo Security,Monitor Duo Security logs for new MFA devices,['Duo Security'],15,
Duo Security,Add endpoints to a trusted device list in Duo,['Duo Security'],6,Mike Toole at Blumira
Duo Security,Disable a user in Duo Security and Azure Entra ID while alerting PagerDuty,"['Duo Security', 'Microsoft', 'PagerDuty']",12,
Duo Security,Authenticate page submissions with multifactor authentication,['Duo Security'],23,Conor Dunne
Duo Security,Authenticate a user using Duo,['Duo Security'],7,
GitLab,Backup Tines Stories to GitLab and notify Slack,"['GitLab', 'Slack', 'Tines']",45,Michael Tolan
GitLab,Manage GitLab issues in Slack,"['GitLab', 'Slack']",47,Conor Dunne
GitLab,Manage shift turnover with Handogotchi,"['GitLab', 'Slack']",41,Valentine Mairet
GitLab,Generate a SBOM in Veracode,"['GitHub', 'GitLab']",9,
GitLab,GitLab handover with response teams via a Slackbot,"['GitLab', 'Slack']",42,
GitLab,Send alerts when GitLab projects change to public visibility,"['GitLab', 'Slack']",17,
GitLab,Search for vulnerable or malicious dependencies across services,"['Artifactory', 'GitLab', 'Microsoft Azure', 'Orca Security', 'Rapid7', 'Sonatype']",113,Emily Nguyen
Pulsedive,Analyze an IP in many services at once,"['AbuseIPDB', 'APIVoid', 'GreyNoise', 'Jira Software', 'Pulsedive', 'VirusTotal']",13,Michael Tolan
Pulsedive,Lookup IOCs in different tools via Slackbot,"['AbuseIPDB', 'Anomali ThreatStream', 'CrowdStrike', 'Hunter.io', 'Hybrid Analysis', 'MetaDefender', 'Pulsedive', 'Slack', 'URLScan.io', 'VirusTotal']",66,Emily Nguyen
Pulsedive,"Ingest, analyze and store IOCs with Tines","['AbuseIPDB', 'CrowdStrike', 'GreyNoise', 'Pulsedive', 'Sublime Security', 'Tines', 'URLScan.io', 'VirusTotal']",45,Michael Tolan
Pulsedive,Create an IP enrichment API,"['GreyNoise', 'Pulsedive', 'VirusTotal']",6,
Pulsedive,Analyze IOCs in Pulsedive,['Pulsedive'],19,Michael Tolan
Pulsedive,Add IOCs from Pulsedive to Azure Sentinel,"['Microsoft Azure', 'Pulsedive']",5,
Pulsedive,Add IOCs from Pulsedive threats to Azure Cosmos DB,"['Microsoft Azure', 'Pulsedive']",5,
EmailRep,"Analyze phishing email senders, URLs, & attachments","['EmailRep', 'Sublime Security', 'URLScan.io', 'VirusTotal']",51,
EmailRep,Analyze and triage suspicious emails with various tools,"['CrowdStrike', 'EmailRep', 'Jira Software', 'NextDNS', 'URLScan.io', 'VirusTotal']",59,Michael Tolan
EmailRep,Read forwarded phishing emails and attachments,['EmailRep'],5,
EmailRep,Analyze and triage suspicious emails across tools and Tines cases,"['CrowdStrike', 'EmailRep', 'Tines', 'URLScan.io', 'VirusTotal']",65,Michael Tolan
EmailRep,Retrieve Proofpoint events and log issues in Jira,"['EmailRep', 'Jira Software', 'Proofpoint', 'URLScan.io', 'VirusTotal']",11,Michael Tolan
EmailRep,Analyze an email address in multiple services,"['EmailRep', 'Have I Been Pwned']",4,Michael Tolan
Microsoft Defender,Advanced Live Response tool for Microsoft Defender powered by Tines pages,['Microsoft Defender'],112,Horia Todoran
Microsoft Defender,Isolate machines in Microsoft Defender,['Microsoft Defender'],23,Conor Dunne
Microsoft Defender,Retrieve new alerts from Microsoft Defender and create issues in Jira,"['Jira Software', 'Microsoft Azure', 'Microsoft Defender']",21,Michael Tolan
Microsoft Defender,Execute a script on an endpoint with Microsoft Defender Live Response,['Microsoft Defender'],21,Conor Dunne
Microsoft Defender,Retrieve alerts from Microsoft Defender for Cloud and create detailed issue in Jira,"['Jira Software', 'Microsoft Azure', 'Microsoft Defender']",20,Michael Tolan
Microsoft Defender,Investigate and remediate malware with CrowdStrike FalconX and Microsoft Defender,"['CrowdStrike', 'Jira Software', 'Microsoft Defender', 'Slack']",34,
OpsGenie,Create on-call Slack channels using OpsGenie groups,"['OpsGenie', 'Slack']",10,
OpsGenie,Handover Oncalls in Opsgenie with Tines Cases,"['OpsGenie', 'Slack', 'Tines']",17,
OpsGenie,Handle Opsgenie alerts and create a Tines case,"['OpsGenie', 'Slack']",24,
OpsGenie,Receive and correlate alerts from Sysdig,"['OpsGenie', 'PagerDuty', 'Slack', 'Sysdig']",10,
OpsGenie,"Ingest Opsgenie alerts, enrich data, and create Jira issue with notifications in Slack","['Jira Software', 'Microsoft', 'OpsGenie', 'Qualys', 'Slack', 'URLScan.io', 'VirusTotal']",16,
OpsGenie,Check Workday for unauthorized travel and alert in Slack,"['Elastic', 'Jumpcloud', 'OpsGenie', 'Slack', 'Workday']",34,Muhammet Tekbicak
Qualys,Check CrowdStrike agent is installed on new devices provisioned,"['CrowdStrike', 'Qualys', 'ServiceNow', 'Slack']",18,Shaun Finn
Qualys,Manage Qualys EC2 vulnerabilities in Jira,"['Jira Software', 'Qualys']",25,
Qualys,"Handle, enrich and notify teams of new Qualys alerts","['Jira Software', 'Qualys', 'Slack']",20,
Qualys,Generate new vulnerability scan reports with Qualys,['Qualys'],15,
Qualys,Fetch & record significant vulnerabilities from Qualys Container Security,"['Jira Software', 'Qualys']",13,Aaron Sandow
Qualys,"Ingest Opsgenie alerts, enrich data, and create Jira issue with notifications in Slack","['Jira Software', 'Microsoft', 'OpsGenie', 'Qualys', 'Slack', 'URLScan.io', 'VirusTotal']",16,
Shodan,Analyse an IP address,"['Shodan', 'VirusTotal']",5,
Shodan,Discover and monitor unmanaged devices using Axonius,"['Axonius', 'Jira Software', 'Shodan']",10,
Shodan,Analyse an IP in Shodan,['Shodan'],10,Michael Tolan
Shodan,Check IPs in Shodan for unexpected open ports,"['Shodan', 'TheHive Project']",13,
Shodan,Query Shodan for findings and alert on them using Slack and Jira,"['Jira Software', 'Shodan', 'Slack', 'Splunk']",11,
Shodan,Search Shodan using Shodan Query Language,['Shodan'],8,Michael Tolan
Zscaler,Add a domain to a blocklist in Zscaler,"['Slack', 'Zscaler']",15,Conor Dunne
Zscaler,Use AI to create cases and act on CrowdStrike alerts,"['CrowdStrike', 'Okta', 'PagerDuty', 'Zscaler']",87,Conor Dunne
Zscaler,Request URLs to be added to Zscaler Allowlist,"['URLScan.io', 'Zscaler']",13,
Zscaler,Refresh Okta zones with latest active Zscaler IP ranges,"['Okta', 'Zscaler']",16,
Zscaler,Enrich clicked URLs from Proofpoint and block with Zscaler,"['AbuseIPDB', 'Jira Software', 'Proofpoint', 'URLScan.io', 'Zscaler']",13,Michael Tolan
Zscaler,"Ingest, enrich, and remediate ExtraHop alerts and block suspicious URLs with Zscaler","['AbuseIPDB', 'Extrahop', 'Microsoft Teams', 'URLScan.io', 'VirusTotal', 'Zscaler']",15,
Anomali ThreatStream,Lookup IOCs in different tools via Slackbot,"['AbuseIPDB', 'Anomali ThreatStream', 'CrowdStrike', 'Hunter.io', 'Hybrid Analysis', 'MetaDefender', 'Pulsedive', 'Slack', 'URLScan.io', 'VirusTotal']",66,Emily Nguyen
Anomali ThreatStream,Import RSS feeds into Anomali Threatstream as threat bulletins,['Anomali ThreatStream'],14,
Anomali ThreatStream,Create incidents in Anomali Threatstream from Recorded Future alerts,"['Anomali ThreatStream', 'Recorded Future']",7,
Anomali ThreatStream,Send SpyCloud alerts to Anomali Threatstream,"['Anomali ThreatStream', 'SpyCloud']",9,Canva at Canva
Anomali ThreatStream,Integrate Anomali Threat Intelligence with Sublime Security's email detection signatures,"['Anomali ThreatStream', 'Sublime Security']",39,Dan Le
Ansible,Manage SSH users via Ansible,['Ansible'],6,Conor Dunne
Ansible,Monitor a host's resources using playbooks in Ansible Tower,"['Ansible', 'Tines']",14,Conor Dunne
Ansible,Run a job in Ansible and retrieve results,['Ansible'],17,
Ansible,Run a job using Ansible Tower,"['Ansible', 'Slack']",11,
Ansible,Update Linux system packages using Ansible Tower,"['Ansible', 'Slack']",16,Conor Dunne
Cisco,Monitor security advisories,"['Cisco', 'Palo Alto Networks']",15,
Cisco,Add URLhaus URLS to Cisco Umbrella deny list,['Cisco'],5,
Cisco,"Extract, analyze, & enrich IPs from a WebEx chatbot","['Cisco', 'Webex']",7,
Cisco,Capture all offline devices with Cisco Umbrella,['Cisco'],6,
Cisco,Cisco Secure Endpoint weekly audit,['Cisco'],14,Tom Power at University of British Columbia
Criminal IP,Analyze IPs & search for indicators of compromise,"['Criminal IP', 'Jira Software', 'URLScan.io']",29,
Criminal IP,Analyze attack surface for an organization with Criminal IP,"['Criminal IP', 'Tines']",22,
Criminal IP,Scan a URL in Criminal IP,"['Criminal IP', 'Slack']",11,
Criminal IP,Enrich IPs recorded in Airtable,"['AbuseIPDB', 'Airtable', 'Criminal IP']",14,Michael Tolan
Criminal IP,Scan a domain with CriminalIP,['Criminal IP'],16,Michael Tolan
